caldate_master,caldate_slave,dyear_master,dyear_slave,dVrate_m3peryr,dVunc_m3peryr
20041204,20041205,2004.92342074101,2004.92615864802,211554205,231920172.04202
20041205,20041206,2004.92615864802,2004.92889655503,-270484019,236109711.786703
20041206,20041207,2004.92889655503,2004.93163446204,137298223,237510363.984395
20041207,20041208,2004.93163446204,2004.93437236904,-834699833,236642008.950228
20041208,20041209,2004.93437236904,2004.93711027605,-393750129,241765411.918248
20041209,20041210,2004.93711027605,2004.93984818306,803398312,249914670.437732
20041210,20041211,2004.93984818306,2004.94258609006,32203493.3,248499418.309178
20041211,20041212,2004.94258609006,2004.94532399707,-35432095.8,240390510.004035
20041212,20041213,2004.94532399707,2004.94806190408,-261534363,235808952.544215
20041213,20041214,2004.94806190408,2004.95079981108,-55407897.2,236202397.320603
20041214,20041215,2004.95079981108,2004.95353771809,75994095.5,237366324.064725
20041215,20041216,2004.95353771809,2004.9562756251,44068430.4,234432639.152487
20041216,20041217,2004.9562756251,2004.95901353211,-265959122,232726814.956936
20041217,20041218,2004.95901353211,2004.96175143911,12666488.3,233099831.18827
20041218,20041219,2004.96175143911,2004.96448934612,276473448,234533822.933921
20041219,20041220,2004.96448934612,2004.96722725313,356486204,232539425.474477
20041220,20041221,2004.96722725313,2004.96996516013,-36362308.8,231922393.485407
20041221,20041222,2004.96996516013,2004.97270306714,-377005465,235885406.924634
20041222,20041223,2004.97270306714,2004.97544097415,215249855,239282282.043615
20041223,20041224,2004.97544097415,2004.97817888115,-88880178.6,237131540.921911
20041224,20041225,2004.97817888115,2004.98091678816,262660566,233558891.930922
20041225,20041226,2004.98091678816,2004.98365469517,126169147,235177733.639901
20041226,20041227,2004.98365469517,2004.98639260218,-47600330.7,237737804.524228
20041227,20041228,2004.98639260218,2004.98913050918,805599526,237361465.701575
20041228,20041229,2004.98913050918,2004.99186841619,235783301,234931832.879242
20041229,20041230,2004.99186841619,2004.9946063232,-288073540,234533233.252774
20041230,20041231,2004.9946063232,2004.9973442302,-361354051,237253764.353698
20041231,20050101,2004.9973442302,2005.00008213721,-262011611,237852892.14134
20050101,20050102,2005.00008213721,2005.00282004422,-578703218,238782409.528005
20050102,20050103,2005.00282004422,2005.00555795122,-544575178,239021737.296004
20050103,20050104,2005.00555795122,2005.00829585823,1856243580,236534415.466333
20050104,20050105,2005.00829585823,2005.01103376524,-929833123,237159519.31137
20050105,20050106,2005.01103376524,2005.01377167225,-402018100,239468363.463736
20050106,20050107,2005.01377167225,2005.01650957925,867856562,239816958.324469
20050107,20050108,2005.01650957925,2005.01924748626,-213198213,236534287.155161
20050108,20050109,2005.01924748626,2005.02198539327,-665184181,233766052.283046
20050109,20050110,2005.02198539327,2005.02472330027,412843798,238373247.660051
20050110,20050111,2005.02472330027,2005.02746120728,682625771,241480594.251381
20050111,20050112,2005.02746120728,2005.03019911429,-956992401,241505524.781525
20050112,20050113,2005.03019911429,2005.03293702129,-229290914,246860212.468514
20050113,20050114,2005.03293702129,2005.0356749283,-204999746,251330854.054969
20050114,20050115,2005.0356749283,2005.03841283531,-56264384.5,246152367.244355
20050115,20050116,2005.03841283531,2005.04115074232,88876465.5,241350303.293781
20050116,20050117,2005.04115074232,2005.04388864932,124379908,242977113.737076
20050117,20050118,2005.04388864932,2005.04662655633,209641108,240488710.961658
20050118,20050119,2005.04662655633,2005.04936446334,-615518885,237991500.478483
20050119,20050120,2005.04936446334,2005.05210237034,286495875,242136989.532785
20050120,20050121,2005.05210237034,2005.05484027735,604418693,244274687.595747
20050121,20050122,2005.05484027735,2005.05757818436,-156548666,240571401.251271
20050122,20050123,2005.05757818436,2005.06031609136,2649072.53,237826163.194885
20050123,20050124,2005.06031609136,2005.06305399837,-217258116,236292278.756628
20050124,20050125,2005.06305399837,2005.06579190538,78284062.1,240001339.371263
20050125,20050126,2005.06579190538,2005.06852981238,286342651,240964671.89196
20050126,20050127,2005.06852981238,2005.07126771939,477973019,235659803.318258
20050127,20050128,2005.07126771939,2005.0740056264,-337802705,234625976.822687
20050128,20050129,2005.0740056264,2005.07674353341,-672862396,233749662.887457
20050129,20050130,2005.07674353341,2005.07948144041,626917649,231387209.672445
20050130,20050131,2005.07948144041,2005.08221934742,-208048158,232562599.529675
20050131,20050201,2005.08221934742,2005.08495725443,166825828,234007096.900927
20050201,20050202,2005.08495725443,2005.08769516143,-310211100,232009507.779315
20050202,20050203,2005.08769516143,2005.09043306844,373939957,231243908.027866
20050203,20050204,2005.09043306844,2005.09317097545,-320651854,236383877.83434
20050204,20050205,2005.09317097545,2005.09590888245,-113746224,235205936.999898
20050205,20050206,2005.09590888245,2005.09864678946,209892443,230419307.133756
20050206,20050207,2005.09864678946,2005.10138469647,1119087.51,229809156.040398
20050207,20050208,2005.10138469647,2005.10412260348,-456831129,229675415.532442
20050208,20050209,2005.10412260348,2005.10686051048,133089612,230929023.511554
20050209,20050210,2005.10686051048,2005.10959841749,254412512,230852415.408633
20050210,20050211,2005.10959841749,2005.1123363245,-191625443,230830514.23068
20050211,20050212,2005.1123363245,2005.1150742315,41098270.9,230586364.731308
20050212,20050213,2005.1150742315,2005.11781213851,-67395195.4,229368038.749953
20050213,20050214,2005.11781213851,2005.12055004552,276634844,228849422.546792
20050214,20050215,2005.12055004552,2005.12328795252,-111737804,229345893.575621
20050215,20050216,2005.12328795252,2005.12602585953,-406931879,230454523.27954
20050216,20050217,2005.12602585953,2005.12876376654,458851301,232438914.340951
20050217,20050218,2005.12876376654,2005.13150167355,-265734140,232198378.331977
20050218,20050219,2005.13150167355,2005.13423958055,-297239033,230087581.803104
20050219,20050220,2005.13423958055,2005.13697748756,402539085,229721689.224157
20050220,20050221,2005.13697748756,2005.13971539457,-345349933,231893313.18518
20050221,20050222,2005.13971539457,2005.14245330157,-246328305,232090769.312353
20050222,20050223,2005.14245330157,2005.14519120858,392754795,230982212.735094
20050223,20050224,2005.14519120858,2005.14792911559,-161394982,231748935.704137
20050224,20050225,2005.14792911559,2005.15066702259,216697565,231589065.372267
20050225,20050226,2005.15066702259,2005.1534049296,124780931,232171666.660684
20050226,20050227,2005.1534049296,2005.15614283661,54269371.2,232903432.77848
20050227,20050228,2005.15614283661,2005.15888074362,-110273504,232098080.560784
20050228,20050301,2005.15888074362,2005.16161865062,151379029,233012694.93313
20050301,20050302,2005.16161865062,2005.16435655763,-122467728,233184559.737561
20050302,20050303,2005.16435655763,2005.16709446464,4050197.59,234650083.528645
20050303,20050304,2005.16709446464,2005.16983237164,-350935812,235178024.696186
20050304,20050305,2005.16983237164,2005.17257027865,544153613,233272368.059314
20050305,20050306,2005.17257027865,2005.17530818566,-267677787,232479093.038492
20050306,20050307,2005.17530818566,2005.17804609266,71760630.6,232065863.49569
20050307,20050308,2005.17804609266,2005.18078399967,33584246.9,241492062.395434
20050308,20050309,2005.18078399967,2005.18352190668,-138961473,242839896.227947
20050309,20050310,2005.18352190668,2005.18625981369,-68807570.9,234290438.34523
20050310,20050311,2005.18625981369,2005.18899772069,153692303,231866648.313206
20050311,20050312,2005.18899772069,2005.1917356277,147164028,231249903.99998
20050312,20050313,2005.1917356277,2005.19447353471,-270225100,233348002.134152
20050313,20050314,2005.19447353471,2005.19721144171,53646659.1,233626268.64289
20050314,20050315,2005.19721144171,2005.19994934872,419483031,233746770.03116
20050315,20050316,2005.19994934872,2005.20268725573,-215677742,238137625.544558
20050316,20050317,2005.20268725573,2005.20542516273,74202290.4,237066353.158773
20050317,20050318,2005.20542516273,2005.20816306974,-164769434,233501658.238223
20050318,20050319,2005.20816306974,2005.21090097675,87025088.1,234207253.944023
20050319,20050320,2005.21090097675,2005.21363888376,644553139,233696714.140358
20050320,20050321,2005.21363888376,2005.21637679076,-51817642.1,235514367.289981
20050321,20050322,2005.21637679076,2005.21911469777,-627200821,234971117.586822
20050322,20050323,2005.21911469777,2005.22185260478,574348207,232210028.853191
20050323,20050324,2005.22185260478,2005.22459051178,-492422467,233008867.642414
20050324,20050325,2005.22459051178,2005.22732841879,-34540437.3,233142378.601575
20050325,20050326,2005.22732841879,2005.2300663258,-179511536,232961098.898507
20050326,20050327,2005.2300663258,2005.2328042328,197664798,233167202.23908
20050327,20050328,2005.2328042328,2005.23554213981,915202918,233199786.878119
20050328,20050329,2005.23554213981,2005.23828004682,-378947299,235120520.372
20050329,20050330,2005.23828004682,2005.24101795383,-244282803,235205270.774275
20050330,20050331,2005.24101795383,2005.24375586083,-567043198,235449981.31238
20050331,20050401,2005.24375586083,2005.24649376784,-40985029.7,237196635.726563
20050401,20050402,2005.24649376784,2005.24923167485,357304360,238382109.228021
20050402,20050403,2005.24923167485,2005.25196958185,882476303,239206018.946012
20050403,20050404,2005.25196958185,2005.25470748886,-85404062.1,239174732.570144
20050404,20050405,2005.25470748886,2005.25744539587,-755505535,237400956.611384
20050405,20050406,2005.25744539587,2005.26018330287,-68757762.3,235936751.906099
20050406,20050407,2005.26018330287,2005.26292120988,-122642963,237860638.189676
20050407,20050408,2005.26292120988,2005.26565911689,254934231,236972327.076391
20050408,20050409,2005.26565911689,2005.26839702389,928574061,238137254.960243
20050409,20050410,2005.26839702389,2005.2711349309,-977426175,237596170.213242
20050410,20050412,2005.2711349309,2005.27661074492,74752023.5,165729330.536269
20050412,20050413,2005.27661074492,2005.27934865192,374679077,234793632.153856
20050413,20050414,2005.27934865192,2005.28208655893,-753394707,239148640.807344
20050414,20050415,2005.28208655893,2005.28482446594,-38078367.2,243641852.726497
20050415,20050416,2005.28482446594,2005.28756237294,108288941,241736261.864041
20050416,20050417,2005.28756237294,2005.29030027995,112562727,240731830.882416
20050417,20050418,2005.29030027995,2005.29303818696,-750211894,241329027.677982
20050418,20050419,2005.29303818696,2005.29577609397,1274232390,239054335.455352
20050419,20050420,2005.29577609397,2005.29851400097,-313731983,237513165.950858
20050420,20050421,2005.29851400097,2005.30125190798,-344506627,239522970.71471
20050421,20050422,2005.30125190798,2005.30398981499,-102477954,241756285.543934
20050422,20050423,2005.30398981499,2005.30672772199,263686608,242216860.271947
20050423,20050424,2005.30672772199,2005.309465629,158850031,240141283.414577
20050424,20050425,2005.309465629,2005.31220353601,10086624.9,238923695.978444
20050425,20050426,2005.31220353601,2005.31494144301,-165249900,239607225.266685
20050426,20050427,2005.31494144301,2005.31767935002,-60395510.9,238441215.606698
20050427,20050428,2005.31767935002,2005.32041725703,-142578024,239383957.691404
20050428,20050429,2005.32041725703,2005.32315516403,205424949,241589011.753432
20050429,20050430,2005.32315516403,2005.32589307104,-12979993.8,244205257.928653
20050430,20050501,2005.32589307104,2005.32863097805,-215599465,242276565.31328
20050501,20050502,2005.32863097805,2005.33136888506,572863142,237970837.499052
20050502,20050503,2005.33136888506,2005.33410679206,4208189.28,238218725.544404
20050503,20050504,2005.33410679206,2005.33684469907,-377824271,238261491.433257
20050504,20050505,2005.33684469907,2005.33958260608,-234712292,237407979.436244
20050505,20050506,2005.33958260608,2005.34232051308,367444411,234151780.475827
20050506,20050507,2005.34232051308,2005.34505842009,-268691196,231840233.997466
20050507,20050508,2005.34505842009,2005.3477963271,351270718,232046959.902516
20050508,20050509,2005.3477963271,2005.3505342341,-62989294.6,232674327.97797
20050509,20050510,2005.3505342341,2005.35327214111,-188056845,240770784.772572
20050510,20050511,2005.35327214111,2005.35601004812,60798085.4,244052578.556343
20050511,20050512,2005.35601004812,2005.35874795513,-210761051,239994707.858319
20050512,20050513,2005.35874795513,2005.36148586213,-26156822.6,240136012.293034
20050513,20050514,2005.36148586213,2005.36422376914,147287388,239236695.136846
20050514,20050515,2005.36422376914,2005.36696167615,-603292.575,237683220.274381
20050515,20050516,2005.36696167615,2005.36969958315,1164767700,237243664.615096
20050516,20050517,2005.36969958315,2005.37243749016,-771113610,239115590.666941
20050517,20050518,2005.37243749016,2005.37517539717,59283095.9,238895251.522503
20050518,20050519,2005.37517539717,2005.37791330417,71325051.1,235344069.608733
20050519,20050520,2005.37791330417,2005.38065121118,-674672856,234718995.183602
20050520,20050521,2005.38065121118,2005.38338911819,428714449,235063265.526539
20050521,20050522,2005.38338911819,2005.3861270252,-438846236,235070273.322681
20050522,20050523,2005.3861270252,2005.3888649322,27797714,236799757.17893
20050523,20050524,2005.3888649322,2005.39160283921,405528213,238395973.539823
20050524,20050525,2005.39160283921,2005.39434074622,-475680343,238083882.906844
20050525,20050526,2005.39434074622,2005.39707865322,-39239188.1,236488178.985758
20050526,20050527,2005.39707865322,2005.39981656023,105223459,237237309.038861
20050527,20050528,2005.39981656023,2005.40255446724,313678528,237321110.733959
20050528,20050529,2005.40255446724,2005.40529237424,202669492,235070409.877551
20050529,20050530,2005.40529237424,2005.40803028125,-421154161,234499721.748236
20050530,20050531,2005.40803028125,2005.41076818826,282878148,234326551.845923
20050531,20050601,2005.41076818826,2005.41350609527,-378478084,234150500.746849
20050601,20050602,2005.41350609527,2005.41624400227,542260820,233753017.306729
20050602,20050603,2005.41624400227,2005.41898190928,198655177,233586917.013775
20050603,20050604,2005.41898190928,2005.42171981629,-321502408,232846631.712808
20050604,20050605,2005.42171981629,2005.42445772329,443457602,232275620.545937
20050605,20050606,2005.42445772329,2005.4271956303,-527390127,232860781.58419
20050606,20050607,2005.4271956303,2005.42993353731,340805735,234678309.607002
20050607,20050608,2005.42993353731,2005.43267144431,53942484.5,234344115.138401
20050608,20050609,2005.43267144431,2005.43540935132,-366561662,234380208.208799
20050609,20050610,2005.43540935132,2005.43814725833,111723921,236947816.195887
20050610,20050611,2005.43814725833,2005.44088516534,292282341,236831316.55252
20050611,20050612,2005.44088516534,2005.44362307234,-437319443,235493728.154276
20050612,20050613,2005.44362307234,2005.44636097935,79163789.4,237078277.579368
20050613,20050614,2005.44636097935,2005.44909888636,-21954957.5,236584972.050213
20050614,20050615,2005.44909888636,2005.45183679336,18085354.3,234874997.179351
20050615,20050616,2005.45183679336,2005.45457470037,142567126,235154811.135133
20050616,20050617,2005.45457470037,2005.45731260738,1084271500,235112188.539854
20050617,20050618,2005.45731260738,2005.46005051438,-1104040410,235068711.656826
20050618,20050619,2005.46005051438,2005.46278842139,-272026084,234421205.73873
20050619,20050620,2005.46278842139,2005.4655263284,-449253033,233509763.393311
20050620,20050621,2005.4655263284,2005.46826423541,560224552,232657322.257435
20050621,20050622,2005.46826423541,2005.47100214241,-249906150,232094630.485067
20050622,20050623,2005.47100214241,2005.47374004942,17988453.6,232762991.903782
20050623,20050624,2005.47374004942,2005.47647795643,-168590753,234389681.72682
20050624,20050625,2005.47647795643,2005.47921586343,340034308,235113446.659267
20050625,20050626,2005.47921586343,2005.48195377044,155055889,235136005.324578
20050626,20050627,2005.48195377044,2005.48469167745,-97253269,233461969.70813
20050627,20050628,2005.48469167745,2005.48742958445,-86242040.1,233186397.330548
20050628,20050629,2005.48742958445,2005.49016749146,73471651.6,233411728.925519
20050629,20050630,2005.49016749146,2005.49290539847,-97338946.9,234116885.764355
20050630,20050701,2005.49290539847,2005.49564330548,298638323,234084948.25597
20050701,20050702,2005.49564330548,2005.49838121248,-237521557,232639370.915587
20050702,20050703,2005.49838121248,2005.50111911949,3774917.81,232585208.687053
20050703,20050704,2005.50111911949,2005.5038570265,-310211332,232391930.797952
20050704,20050705,2005.5038570265,2005.5065949335,154693380,232519011.910854
20050705,20050706,2005.5065949335,2005.50933284051,-4289984.71,231974818.892051
20050706,20050707,2005.50933284051,2005.51207074752,8422525.45,231814004.538121
20050707,20050708,2005.51207074752,2005.51480865452,-144958557,232724201.577747
20050708,20050709,2005.51480865452,2005.51754656153,478357829,232836119.83539
20050709,20050710,2005.51754656153,2005.52028446854,111359783,233583652.681432
20050710,20050711,2005.52028446854,2005.52302237554,-281827601,235039158.865071
20050711,20050712,2005.52302237554,2005.52576028255,59149916.2,233591537.51795
20050712,20050713,2005.52576028255,2005.52849818956,-89716669.8,232352035.497863
20050713,20050714,2005.52849818956,2005.53123609657,84884738,233142330.776717
20050714,20050715,2005.53123609657,2005.53397400357,76096497.9,233442133.943297
20050715,20050716,2005.53397400357,2005.53671191058,-272729963,233015670.932236
20050716,20050717,2005.53671191058,2005.53944981759,257679033,231964915.019492
20050717,20050718,2005.53944981759,2005.54218772459,-197439221,231884268.116662
20050718,20050719,2005.54218772459,2005.5449256316,315921183,232547251.112543
20050719,20050720,2005.5449256316,2005.54766353861,149261554,233372148.081128
20050720,20050721,2005.54766353861,2005.55040144561,-307823015,233437280.227473
20050721,20050722,2005.55040144561,2005.55313935262,329034278,232725612.470996
20050722,20050723,2005.55313935262,2005.55587725963,-303458159,231950760.93861
20050723,20050724,2005.55587725963,2005.55861516664,-216862461,236332822.519429
20050724,20050725,2005.55861516664,2005.56135307364,357269298,238031833.795398
20050725,20050726,2005.56135307364,2005.56409098065,-393852584,236041416.492954
20050726,20050727,2005.56409098065,2005.56682888766,315814612,237040647.991014
20050727,20050728,2005.56682888766,2005.56956679466,-51173892.5,236712386.029967
20050728,20050729,2005.56956679466,2005.57230470167,-96330565.1,237262236.354629
20050729,20050730,2005.57230470167,2005.57504260868,-484141989,236848358.660135
20050730,20050731,2005.57504260868,2005.57778051568,354372670,236546760.493565
20050731,20050801,2005.57778051568,2005.58051842269,-117001689,236199856.477518
20050801,20050802,2005.58051842269,2005.5832563297,-90137436.6,234543772.886854
20050802,20050803,2005.5832563297,2005.58599423671,444906556,234984936.325714
20050803,20050804,2005.58599423671,2005.58873214371,-422417015,234550979.106888
20050804,20050805,2005.58873214371,2005.59147005072,639155379,234631260.278762
20050805,20050806,2005.59147005072,2005.59420795773,-816353229,234507284.108618
20050806,20050807,2005.59420795773,2005.59694586473,441830167,234164452.468772
20050807,20050808,2005.59694586473,2005.59968377174,31732564.1,234778381.244952
20050808,20050809,2005.59968377174,2005.60242167875,-213320633,233146280.6909
20050809,20050810,2005.60242167875,2005.60515958575,23007942.4,232471871.846897
20050810,20050811,2005.60515958575,2005.60789749276,161557015,235017615.722737
20050811,20050812,2005.60789749276,2005.61063539977,235626600,235945982.801149
20050812,20050813,2005.61063539977,2005.61337330678,-193011277,234665109.46453
20050813,20050814,2005.61337330678,2005.61611121378,-227638366,233160125.879191
20050814,20050815,2005.61611121378,2005.61884912079,-147401785,233512273.12499
20050815,20050816,2005.61884912079,2005.6215870278,-42490662.1,234799259.15556
20050816,20050817,2005.6215870278,2005.6243249348,570038551,233934276.026409
20050817,20050818,2005.6243249348,2005.62706284181,-106352347,233536866.040461
20050818,20050819,2005.62706284181,2005.62980074882,112623507,233569431.433139
20050819,20050820,2005.62980074882,2005.63253865582,-82435010.9,232658732.051905
20050820,20050821,2005.63253865582,2005.63527656283,-336629505,234861420.203489
20050821,20050822,2005.63527656283,2005.63801446984,193081905,236894730.840515
20050822,20050823,2005.63801446984,2005.64075237685,83227295.2,236391660.174381
20050823,20050824,2005.64075237685,2005.64349028385,-120047957,237591267.726741
20050824,20050825,2005.64349028385,2005.64622819086,20597781.8,237506484.753575
20050825,20050826,2005.64622819086,2005.64896609787,521624876,236110070.094437
20050826,20050827,2005.64896609787,2005.65170400487,-264617456,238552632.138067
20050827,20050828,2005.65170400487,2005.65444191188,-260016210,238170983.329204
20050828,20050829,2005.65444191188,2005.65717981889,-229194851,236489825.996807
20050829,20050830,2005.65717981889,2005.65991772589,301052191,238344246.416816
20050830,20050831,2005.65991772589,2005.6626556329,-121249355,238423834.798453
20050831,20050901,2005.6626556329,2005.66539353991,285854552,238863274.699147
20050901,20050902,2005.66539353991,2005.66813144692,-227677061,236912412.929336
20050902,20050903,2005.66813144692,2005.67086935392,-286483390,234288310.634568
20050903,20050904,2005.67086935392,2005.67360726093,291562494,234122200.997684
20050904,20050905,2005.67360726093,2005.67634516794,41077973.7,237972855.174703
20050905,20050906,2005.67634516794,2005.67908307494,-131628825,237890459.665788
20050906,20050907,2005.67908307494,2005.68182098195,415014620,235414005.743074
20050907,20050908,2005.68182098195,2005.68455888896,-648431665,235314730.733118
20050908,20050909,2005.68455888896,2005.68729679596,913501.987,233942305.921781
20050909,20050910,2005.68729679596,2005.69003470297,713632851,234208902.905077
20050910,20050911,2005.69003470297,2005.69277260998,-423158753,234608371.547138
20050911,20050912,2005.69277260998,2005.69551051699,27603168.5,234780687.877006
20050912,20050913,2005.69551051699,2005.69824842399,94301725.5,237546670.361847
20050913,20050914,2005.69824842399,2005.700986331,-195919105,238956128.400173
20050914,20050915,2005.700986331,2005.70372423801,-204467583,237240711.93621
20050915,20050916,2005.70372423801,2005.70646214501,-182990787,237069554.561525
20050916,20050917,2005.70646214501,2005.70920005202,659652183,234961656.659124
20050917,20050918,2005.70920005202,2005.71193795903,-66375699.3,233183422.867064
20050918,20050919,2005.71193795903,2005.71467586603,-284271883,235357075.738122
20050919,20050920,2005.71467586603,2005.71741377304,-479730219,235488112.651148
20050920,20050921,2005.71741377304,2005.72015168005,-138296567,233904510.003548
20050921,20050922,2005.72015168005,2005.72288958706,530714153,233323578.748484
20050922,20050923,2005.72288958706,2005.72562749406,347152361,233512448.276318
20050923,20050924,2005.72562749406,2005.72836540107,122728703,235584545.121279
20050924,20050925,2005.72836540107,2005.73110330808,-48759959.2,235974235.881801
20050925,20050926,2005.73110330808,2005.73384121508,-247065443,235653666.850317
20050926,20050927,2005.73384121508,2005.73657912209,118286176,237621975.625151
20050927,20050928,2005.73657912209,2005.7393170291,-39702157.5,236987533.00543
20050928,20050929,2005.7393170291,2005.7420549361,49728983.1,234477051.542363
20050929,20050930,2005.7420549361,2005.74479284311,195766824,233238777.007598
20050930,20051001,2005.74479284311,2005.74753075012,-403491863,233955280.983354
20051001,20051002,2005.74753075012,2005.75026865713,380553525,234511934.024689
20051002,20051003,2005.75026865713,2005.75300656413,609510578,234052419.342335
20051003,20051004,2005.75300656413,2005.75574447114,-1024165870,234269197.505775
20051004,20051005,2005.75574447114,2005.75848237815,123004554,232879082.143502
20051005,20051006,2005.75848237815,2005.76122028515,-220901909,231993527.49592
20051006,20051007,2005.76122028515,2005.76395819216,285288515,231685707.370999
20051007,20051008,2005.76395819216,2005.76669609917,731799052,232865130.708743
20051008,20051009,2005.76669609917,2005.76943400617,-367026567,233214841.29446
20051009,20051010,2005.76943400617,2005.77217191318,-464058141,231509039.996282
20051010,20051011,2005.77217191318,2005.77490982019,89108882.7,235247587.872862
20051011,20051012,2005.77490982019,2005.7776477272,51239346.2,236458311.759177
20051012,20051013,2005.7776477272,2005.7803856342,-169542110,232947226.426931
20051013,20051014,2005.7803856342,2005.78312354121,53036420.5,231520277.945583
20051014,20051017,2005.78312354121,2005.79133726223,-14802027.9,280801186.072994
20051017,20051018,2005.79133726223,2005.79407516924,-61182804.4,235652109.077231
20051018,20051019,2005.79407516924,2005.79681307624,249337100,234171401.968729
20051019,20051020,2005.79681307624,2005.79955098325,-317231202,234507664.480289
20051020,20051021,2005.79955098325,2005.80228889026,57635438.2,234579743.370991
20051021,20051022,2005.80228889026,2005.80502679726,-148885860,234017204.709397
20051022,20051023,2005.80502679726,2005.80776470427,431097409,237488509.827318
20051023,20051024,2005.80776470427,2005.81050261128,-185929466,239814570.24126
20051024,20051025,2005.81050261128,2005.81324051829,304321008,237422761.545729
20051025,20051026,2005.81324051829,2005.81597842529,-190862054,235254871.788025
20051026,20051027,2005.81597842529,2005.8187163323,-24952218.6,236004635.547694
20051027,20051028,2005.8187163323,2005.82145423931,-3620695.08,240099851.103661
20051028,20051029,2005.82145423931,2005.82419214631,952998.529,243804127.73372
20051029,20051030,2005.82419214631,2005.82693005332,-40574010.1,252728096.182439
20051030,20051031,2005.82693005332,2005.82966796033,-509829661,250863364.005189
20051031,20051101,2005.82966796033,2005.83240586733,448867291,242131274.931596
20051101,20051102,2005.83240586733,2005.83514377434,291929041,242923075.890291
20051102,20051103,2005.83514377434,2005.83788168135,541129285,248048940.735493
20051103,20051104,2005.83788168135,2005.84061958836,-267064769,254297293.536522
20051104,20051105,2005.84061958836,2005.84335749536,-482218945,253483136.91447
20051105,20051106,2005.84335749536,2005.84609540237,267597912,251535315.413164
20051106,20051107,2005.84609540237,2005.84883330938,390366698,250251869.323688
20051107,20051108,2005.84883330938,2005.85157121638,-451045644,251197684.702706
20051108,20051109,2005.85157121638,2005.85430912339,-377232082,248219110.062058
20051109,20051110,2005.85430912339,2005.8570470304,-259198439,242036603.636723
20051110,20051111,2005.8570470304,2005.8597849374,180581644,246091997.635031
20051111,20051112,2005.8597849374,2005.86252284441,293197908,248123762.263915
20051112,20051113,2005.86252284441,2005.86526075142,-224736246,242644229.686181
20051113,20051114,2005.86526075142,2005.86799865843,-75898998.6,238407646.060272
20051114,20051115,2005.86799865843,2005.87073656543,-240613258,237246298.812015
20051115,20051116,2005.87073656543,2005.87347447244,-285579938,235592816.104397
20051116,20051117,2005.87347447244,2005.87621237945,222703605,234947904.864036
20051117,20051118,2005.87621237945,2005.87895028645,182340360,236428244.928562
20051118,20051119,2005.87895028645,2005.88168819346,-6481393.91,241877630.424973
20051119,20051120,2005.88168819346,2005.88442610047,-187214347,245764354.412921
20051120,20051121,2005.88442610047,2005.88716400747,49475798.2,251370093.68658
20051121,20051122,2005.88716400747,2005.88990191448,44466579.1,253645265.282047
20051122,20051123,2005.88990191448,2005.89263982149,325024167,250496931.717736
20051123,20051124,2005.89263982149,2005.8953777285,214007941,252353728.325935
20051124,20051125,2005.8953777285,2005.8981156355,-93105659.2,251636565.904083
20051125,20051126,2005.8981156355,2005.90085354251,754860188,256740781.528763
20051126,20051127,2005.90085354251,2005.90359144952,-967177060,250746117.018789
20051127,20051128,2005.90359144952,2005.90632935652,-80007190.4,236262419.779363
20051128,20051129,2005.90632935652,2005.90906726353,108684822,236615808.009524
20051129,20051130,2005.90906726353,2005.91180517054,210229400,236648355.160141
20051130,20051201,2005.91180517054,2005.91454307754,413468503,236313268.565267
20051201,20051202,2005.91454307754,2005.91728098455,1167841500,234285440.43538
20051202,20051203,2005.91728098455,2005.92001889156,-1722197130,233315084.81022
20051203,20051204,2005.92001889156,2005.92275679857,-408033164,234257932.416386
20051204,20051205,2005.92275679857,2005.92549470557,93041914.3,235216713.691863
20051205,20051206,2005.92549470557,2005.92823261258,-15538484.2,236962417.484292
20051206,20051207,2005.92823261258,2005.93097051959,118115043,236969314.469194
20051207,20051208,2005.93097051959,2005.93370842659,-175911728,235548168.534591
20051208,20051209,2005.93370842659,2005.9364463336,217221088,234726033.707384
20051209,20051210,2005.9364463336,2005.93918424061,126205037,234812541.828583
20051210,20051211,2005.93918424061,2005.94192214761,7895188.09,235289215.434962
20051211,20051212,2005.94192214761,2005.94466005462,-119791449,236337946.593432
20051212,20051213,2005.94466005462,2005.94739796163,99904494.3,236677952.289604
20051213,20051214,2005.94739796163,2005.95013586864,-273537000,235377052.619834
20051214,20051215,2005.95013586864,2005.95287377564,-170977199,236229726.960855
20051215,20051216,2005.95287377564,2005.95561168265,232758812,236314346.369407
20051216,20051217,2005.95561168265,2005.95834958966,8817340.61,237469467.300535
20051217,20051218,2005.95834958966,2005.96108749666,141221961,236024721.586532
20051218,20051219,2005.96108749666,2005.96382540367,-532200850,234105913.210239
20051219,20051220,2005.96382540367,2005.96656331068,59532720.3,235571965.012817
20051220,20051221,2005.96656331068,2005.96930121768,192943804,237390402.080623
20051221,20051222,2005.96930121768,2005.97203912469,643022276,237805532.526054
20051222,20051223,2005.97203912469,2005.9747770317,-363842927,235864080.775348
20051223,20051224,2005.9747770317,2005.97751493871,111492082,237801317.700302
20051224,20051225,2005.97751493871,2005.98025284571,-40147088.5,236522142.515241
20051225,20051226,2005.98025284571,2005.98299075272,579996793,233204515.393678
20051226,20051227,2005.98299075272,2005.98572865973,-631541032,236582890.970586
20051227,20051228,2005.98572865973,2005.98846656673,-188995238,237661948.363637
20051228,20051229,2005.98846656673,2005.99120447374,985218920,242311588.868548
